,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,-75.11124956644613,129.5892507053135,-32.6556245412779,15.267828565572017,-2.360632278491042,14.610705346381051,-3.7439095858846736,17.95496955798773,-1.9907530533268996,14.383552227734986,-1.1409349882940985,8.648437044861781,-3.6931303048567496,3.369875676495381,-6.369985204942181,0.06165087751714266,-8.713855520009542,0.6746506582502413,-5.411582384701021,2.722717597075575,-1.53951635925597,1.5837700392767078,-2.6972188909660453,4.315033103136803,-2.059333526256031,4.993782291583351,-1.885603935617211,-0.23033517688727848,-4.270246635911319,1.5812307958554244,-3.1630512047040895,1.8877192000675922,-3.3166506733290104,0.8212046720907711,-2.8748830155074887,1.3898570908437362,-1.0477633624138627,1.2321508467488005,-4.353467556840153,0.7123853981615383
1,-8.29455346315377,113.57889520961878,-19.074821392619356,29.321666265925742,-13.685431862310828,7.119628883045399,-12.76689395156799,8.072383708361338,-9.09084051845862,-2.8104392928761923,-10.715693510372269,-5.318685638755294,-10.864322869965093,0.28145185981999604,-6.34956334997623,-0.7159422727716319,-7.322289128896185,-1.904154601468303,-7.969306795559393,-3.4009969391953945,-4.86998508541791,4.800543453747887,-4.123685111636857,-1.5703391182677084,-8.29851349939227,-2.0853933087209886,-5.29106684686187,0.12116431198776151,-6.201756698033257,2.9709154885407036,6.184152249435603,9.267891515266912,-0.4019012065676674,1.535516783783995,-3.486720019029864,-1.7901757364822422,-7.049876802112766,2.215842517550548,0.3362684062712647,1.0884698213249908
10,-197.07364898434622,74.20319187720133,-57.1019035851311,9.147129968213525,-11.491060061092396,-6.785069648359542,2.1428017387987004,7.95237724152569,0.2776381515107928,4.800909586617896,0.20424438928942332,1.0794935561382135,0.8488684192928858,7.8071046228048635,-5.960369331312362,11.101021635278167,-0.7233617875352739,3.3280061202092686,-2.078094441162596,-1.3890394434891773,2.7651744293929195,3.2046970657361875,-6.999929245015418,4.301964084494459,-7.418099992567291,4.841115313711285,1.2480906127993854,3.5255375447305344,0.24859696776852372,-4.149515356441387,-1.3658613703080849,5.983876369660991,-7.40278694617915,5.810218153208708,-1.2428292157513865,1.6095612481401524,0.47223309615742715,-5.546377753514227,0.0224079972619421,5.466411543414984
100,-221.09824911921447,88.84496731873945,-11.430629260638977,48.5820877096997,20.121900247855066,15.586827019745977,6.613582299335734,16.733600776228762,-0.9880054398406329,10.563940012850503,15.16130501892696,-1.1984049969171566,10.260009326713218,14.972287484397862,-1.1213373570685443,13.993525561017247,-0.5707347132909293,11.166548273255817,0.8830756969737019,7.557787729648743,5.8453101481200695,-1.8364791876336763,3.374886958819913,6.680052482000028,-1.369473741211764,5.309464929002827,-4.534072674468234,6.170990532971046,-3.8618117487763888,0.5271071296024227,-0.7848118599609063,-0.741935726349484,-4.028855279957483,-2.8511105202049896,-3.7424351165665137,-0.09677030957297816,-6.465434392300974,1.4597730767290835,-6.047724920677258,1.2107084492595555
1000,-161.85104582616248,117.35988032022742,-36.597920643914655,-0.7149428123951242,-18.2492279760732,6.636380758186191,-11.582554450059114,-8.962774764031481,-11.229871801493847,-3.1392470521862568,-12.489267950880697,1.0217576446593168,-9.289504927695148,-5.973500885548265,-6.151835850391573,-2.6034372532152443,-10.289708165207772,-2.323192441942195,-6.213681376518026,-3.1371695919841023,-8.944108830599722,2.024913109162888,-5.843058961156464,-0.006892614844168497,-3.341094919788287,2.109442567607796,-5.077762822167921,1.7445675545693713,-1.9345248092342489,3.3690466175144915,-3.856149569405108,-1.234573933016257,-3.931346793274658,-0.7849062792473982,-4.263287360748085,2.6696109020458296,-2.3695115402521956,1.2978235151829969,-4.084724309808288,-0.5512332317060573
1001,-47.81754962274644,70.04721355314345,-36.84787842476476,39.22604535962554,8.005699264463978,13.968949051628321,6.778831635291363,6.945465013463879,-3.9677072261896096,2.1673424599401825,-3.3698472986756878,3.2494882522559543,-2.0570048430762715,9.155558781172441,-5.081304014236947,8.705812630881361,-3.6510822907518476,6.312816928706459,-3.8576441606693965,9.25840390052536,-3.6845929126574224,2.2065577391275095,-1.489106447744938,4.131092698923761,-3.816379334759008,1.7563591070663227,-5.062784826183472,0.5634612999632337,-4.846003592197878,-2.5905791765238493,-8.359059214286837,-2.782951179199445,-4.19967559632353,-0.8861452015443243,-2.254185191880819,1.5231349913438583,-0.9387866573955874,2.312511635945295,-2.7108235057090053,1.9194305777441878
1003,-327.86692126517966,146.0645572558433,-39.91056828833785,5.857528411983916,23.58921494038078,-3.270339792526974,-11.512019475887158,-0.28393579598468704,6.564642312795505,25.617207145293712,36.84628208612635,19.194244112782563,2.603012488098148,-9.996783089346044,-7.320496523416971,5.907916004646378,3.3554248660221533,-3.6320953119211006,6.279094103345414,17.787840658362352,11.175122610740873,-5.0870843107904316,-10.386391444349277,-3.711357196641757,-0.8395718125407533,-0.3201350038600627,2.9495391672583704,3.676325661904973,3.099300148858619,4.54943249686356,-0.6108149071988174,-7.885788870244941,-4.32152148311237,1.4208167101933422,1.8263988954878176,2.1870022580613004,2.8832021706042124,2.537826745806854,2.3465319282078907,0.6457700119366104
1004,-246.89734641415447,84.47630691386351,7.242327571736935,49.17804578343349,20.80804942591232,20.392934834810028,0.8898448102540463,17.098583988074466,5.675939129776725,9.304005911378706,13.703690082781362,3.759694926932125,6.574783483701769,10.850404788893039,1.3281808148094092,16.244513254213157,0.15863274858701096,9.587224288184526,1.9557414196904603,5.668298707338243,5.468328602933429,-0.2020133992621203,3.257183039621301,7.243522459258241,-2.9121462836823975,6.612920406961119,-4.866370606115885,3.772099261084366,-1.324333372632185,0.38779332860858684,-3.0901521054126806,-1.044760000349322,-4.683341825128329,-3.408742501290925,-3.0340911917525175,-0.18684795389043826,-7.523350716618702,2.5991865997255794,-4.8968761965859064,-0.33823519226307586
1006,-104.79888873972854,95.6013434413153,5.015196304747022,21.886549535185225,9.590651018000774,17.67443097816943,3.368484773187769,8.186715620672866,-10.475583188324078,12.149425152484133,1.4742391193079545,7.0445396446696975,-8.198571139045802,0.8913714037420541,-4.911784126965093,7.323442538119357,-0.8739634563632329,6.367343920074923,-2.157042749152213,1.0741524741819537,-1.4346978566198108,2.9109513933295257,-4.81116493452583,0.7564353660318724,-2.08723629952937,1.8570718284250292,-2.630617802871159,1.6134806767744019,-0.567133961431502,1.8066682083084364,-0.7793439710626844,1.0887938572135987,-1.0290791459525372,2.5632059622803642,-1.145127395514872,3.563007495195034,-1.5254650061120212,0.8818435583473307,-3.7867242727953685,-0.2546171990516191
1007,-272.50754950086144,174.96627113095334,-131.16634799752708,46.29325235833317,-13.403595371963718,-31.73332121281072,26.276800877756493,-13.631689145881491,-8.573147530548527,-0.006264040031185744,2.7402119532537963,-11.194464562893264,-5.440539476924501,13.50570827784633,-9.437596455271,5.546160594553876,4.770292291528655,-3.4181971271019513,13.739663348078235,-4.320623023258932,3.327326028834288,3.771495702734592,-11.385678012289132,2.4540924461239273,-4.84095812370621,-5.882239760712181,-2.4612939965979055,-1.2876728208409451,4.300562456241983,-6.099155218148962,0.8349831466892319,2.0143362483752028,-3.6273560604572332,1.0577152000423304,-4.335759987565063,-0.5762024302460316,-6.0702660708398515,-6.24385999974442,4.320236248969972,-4.836188794658892
1008,-295.8310717396999,91.13243871838615,-46.27795813153658,5.642339507969247,-1.192931695843944,1.9778856472148814,-5.827091676021899,6.253403469794237,-5.8256917109199176,-2.324684083614342,-6.620554922416028,-5.0750132217620845,-16.72325876976509,-1.3402531421597956,0.12942399831238283,12.446509141883205,11.708130658074449,11.14362972859138,-4.96772523880739,2.665131288891453,-2.69256119271288,1.7376301399872989,-18.35659648991613,-17.621100918131518,-13.106674758001937,3.2599548244379095,2.1276621552058614,-11.466806757303274,-19.31802267904394,9.748870757461336,23.095279195872234,8.130176503351388,-15.32021151039122,-10.453401689793893,-4.9937626283064365,-4.175012610137556,-8.591540453929188,12.30491183473475,5.26741804175064,-12.468829328504334
